TimeStamp,XAccel,YAccel,ZAccel
16705,890,2442,1886
17345,1096,2513,1832
17985,1180,2651,1681
18625,1119,2644,1663
19265,1047,2530,1698
19905,964,2369,1781
20545,935,2305,1697
21185,991,2439,1583
21825,1055,2539,1531
22465,1163,2544,1524
23105,1167,2542,1528
23745,1180,2493,1521
24385,1179,2425,1508
25025,1178,2411,1532
25665,1163,2425,1517
26305,1172,2441,1517
26945,1184,2454,1446
27585,1182,2434,1450
28225,1186,2432,1414
28865,1180,2401,1387
29505,1155,2389,1370
30145,1157,2375,1362
30785,1161,2354,1387
31425,1144,2347,1363
32065,1159,2327,1319
32705,1198,2306,1300
33345,1121,2319,1303
33985,1129,2355,1360
34625,1132,2379,1371
35265,1127,2399,1322
35905,1084,2379,1289
36545,1098,2367,1258
37185,1150,2365,1237
37825,1159,2340,1302
38465,1158,2324,1356
39105,1091,2372,1414
39745,921,2496,1392
40385,743,2650,1391
41025,893,2499,1393
41665,1148,2345,1504
42305,1374,2315,1517
42945,1352,2454,1618
43585,1202,2571,1634
44225,1004,2425,1633
44865,933,2300,1718
45505,1007,2394,1711
46145,1069,2431,1654
46785,1077,2381,1631
47425,1085,2361,1694
48065,1097,2377,1740
48705,1077,2414,1712
49345,1036,2382,1699
49985,1008,2348,1697
50625,1031,2334,1734
51265,1059,2372,1723
51905,1088,2370,1757
52545,1110,2393,1729
53185,1069,2382,1710
53825,1054,2369,1743
54465,1042,2449,1728
55105,1039,2350,1734
55745,1028,2366,1746
56385,1048,2419,1722
57025,1064,2402,1706
57665,1062,2375,1763
58305,1014,2345,1764
58945,1051,2358,1723
59585,1007,2345,1754
60225,1003,2355,1727
60865,983,2398,1753
61505,1025,2401,1734
62145,1008,2412,1739
62785,930,2441,1733
63425,936,2416,1736
64065,944,2375,1719
64705,1013,2435,1716
65345,1117,2483,1696
449,1160,2436,1672
1089,1203,2482,1612
1729,1132,2499,1639
2369,1000,2529,1684
3009,980,2451,1667
3649,1085,2436,1583
4289,1179,2423,1535
4929,1118,2406,1522
5569,1025,2435,1510
6209,986,2462,1542
6849,998,2472,1548
7489,1072,2519,1540
8129,1135,2539,1472
8769,1183,2521,1475
9409,1189,2435,1502
10049,1140,2386,1477
10689,1099,2302,1447
11329,1026,2237,1486
