TimeStamp,XAccel,YAccel,ZAccel
20897,2920,2551,1830
21537,2999,2440,1779
22177,3052,2319,1682
22817,3021,2270,1619
23457,2919,2340,1653
24097,2841,2450,1654
24737,2810,2491,1715
25377,2835,2468,1677
26017,2857,2457,1627
26657,2846,2486,1651
27297,2852,2415,1650
27937,2895,2434,1638
28577,2878,2434,1685
29217,2963,2376,1631
29857,2958,2380,1682
30497,2963,2363,1647
31137,3043,2391,1618
31777,2996,2367,1725
32417,3003,2309,1747
33057,2974,2333,1820
33697,2948,2391,1920
34337,3043,2307,1548
34977,3169,2504,1520
35617,3086,2663,2005
36257,2996,2651,1740
36897,3059,2701,1502
37537,3168,2764,1534
38177,3350,2491,1462
38817,3352,2396,1949
39457,3101,2557,2019
40097,2851,2636,1785
40737,2802,2550,1729
41377,2720,2465,1807
42017,2699,2500,1817
42657,2662,2483,1851
43297,2622,2456,1880
43937,2532,2449,1869
44577,2530,2433,1869
45217,2495,2426,1938
45857,2511,2381,1977
46497,2566,2407,1990
47137,2674,2330,2052
47777,2851,2196,2202
48417,2982,2081,2379
49057,2974,2143,2491
49697,2796,2225,2413
50337,2710,2252,2105
50977,2911,2424,1819
51617,3383,2674,2309
52257,2922,2394,1656
52897,2294,2651,1961
53537,2672,2348,1558
54177,3308,2489,1645
54817,3075,2437,1918
55457,2763,2517,1810
56097,2788,2616,1704
56737,3029,2493,1664
57377,3155,2285,1602
58017,3143,2169,1510
58657,2940,2349,1594
59297,2865,2467,1685
59937,2879,2493,1696
60577,2852,2478,1618
61217,2861,2494,1640
61857,2816,2470,1570
62497,2873,2426,1581
63137,2948,2317,1619
63777,2915,2368,1812
64417,2852,2417,1712
65057,2861,2316,1623
161,2997,2303,1625
801,2987,2368,1661
1441,2970,2466,1707
2081,3022,2475,1815
2721,2993,2465,1891
3361,3063,2260,1835
4001,3311,2194,1446
4641,3345,2317,1779
5281,3153,2509,1982
5921,2823,2800,1597
6561,2807,2952,1478
7201,3205,2550,1561
7841,3446,2289,1717
8481,3202,2658,1978
9121,3095,2636,1828
9761,2943,2551,1648
10401,2759,2541,1751
11041,2673,2534,1798
11681,2628,2491,1807
12321,2583,2455,1740
12961,2611,2442,1779
13601,2587,2447,1803
14241,2507,2414,1847
14881,2483,2394,1889
15521,2553,2419,1945
16161,2747,2395,2090
16801,2892,2266,2170
17441,3016,2131,2340
18081,3054,2051,2547
18721,2951,2074,2600
19361,2741,2401,2338
20001,2555,2412,2071
20641,2364,2370,1603
21281,2912,2799,1985
21921,3577,2526,2217
22561,3167,2145,1651
23201,2379,2644,1964
23841,2597,2673,1691
24481,3252,2292,1602
25121,3059,2390,1617
25761,2944,2407,1707
26401,2961,2431,1741
27041,3073,2331,1659
27681,3058,2229,1577
28321,2891,2304,1588
28961,2790,2477,1646
29601,2880,2523,1684
30241,2862,2491,1673
30881,2826,2535,1631
31521,2849,2542,1659
32161,2866,2468,1618
32801,2891,2365,1698
33441,2871,2321,1714
34081,2880,2266,1657
34721,2953,2302,1566
35361,2921,2401,1598
36001,2915,2459,1754
36641,2959,2366,1772
37281,2975,2302,1751
37921,3108,2250,1730
38561,3360,2391,1589
39201,3224,2487,1854
39841,2968,2686,1957
40481,2960,2861,1611
41121,3115,2899,1375
41761,3295,2651,1394
42401,3361,2318,1770
43041,3202,2632,1964
43681,2982,2767,1830
44321,2832,2578,1626
44961,2770,2523,1687
45601,2707,2526,1759
46241,2687,2516,1779
46881,2613,2485,1795
47521,2528,2499,1814
48161,2477,2475,1816
48801,2438,2424,1829
49441,2456,2373,1914
50081,2533,2410,1991
50721,2685,2310,2052
51361,2942,2130,2351
52001,3155,1962,2555
52641,3040,2036,2576
53281,2841,2289,2338
53921,2556,2421,2033
54561,2424,2273,1779
55201,2394,2549,1736
55841,3381,2845,2353
56481,3783,2013,1660
57121,2691,2418,1794
57761,2317,2847,1955
58401,2929,2641,1629
59041,3249,2379,1526
59681,3022,2401,1618
60321,2925,2503,1726
60961,2999,2516,1697
61601,3113,2295,1571
62241,3038,2209,1539
62881,2884,2320,1559
63521,2834,2488,1661
64161,2863,2524,1670
64801,2839,2485,1633
65441,2828,2459,1603
545,2812,2447,1574
1185,2873,2424,1586
1825,2901,2415,1616
2465,2881,2360,1701
3105,2876,2283,1664
3745,2937,2305,1563
4385,2957,2391,1600
5025,2956,2405,1751
5665,2945,2382,1791
6305,3008,2354,1804
6945,3058,2335,1830
7585,3186,2307,1706
8225,3311,2447,1611
8865,3203,2558,2012
9505,3041,2767,1715
10145,3035,2809,1451
10785,3214,2722,1219
11425,3268,2507,1537
12065,3253,2468,1958
12705,3180,2586,1907
13345,2982,2698,1642
13985,2731,2679,1635
14625,2669,2629,1707
15265,2598,2533,1756
15905,2540,2492,1760
16545,2576,2460,1765
17185,2542,2445,1783
17825,2455,2432,1787
18465,2396,2447,1850
19105,2479,2439,1923
19745,2626,2407,1973
20385,2875,2255,2200
21025,3124,2093,2404
21665,3224,1986,2671
22305,2979,1966,2527
22945,2596,2207,2177
23585,2729,2648,1680
24225,3390,2763,2166
24865,2868,2226,1593
25505,2307,2747,1851
26145,2838,2523,1504
26785,3278,2638,1567
27425,3033,2455,1804
28065,2851,2526,1660
28705,2973,2555,1739
29345,3123,2423,1680
29985,3125,2278,1527
30625,3007,2297,1546
31265,2865,2451,1620
31905,2907,2483,1682
32545,2872,2474,1685
33185,2811,2485,1678
33825,2801,2481,1616
34465,2788,2414,1589
35105,2815,2356,1551
35745,2927,2318,1574
36385,2927,2322,1678
37025,2813,2339,1672
37665,2863,2367,1655
38305,2921,2430,1581
38945,2903,2417,1654
39585,2921,2396,1659
40225,2976,2414,1792
40865,2927,2413,1893
41505,3045,2308,1907
42145,3301,2323,1415
42785,3254,2501,1761
43425,3036,2663,1826
44065,2998,2791,1556
44705,3176,2669,1411
45345,3421,2591,1406
45985,3320,2601,1743
46625,3200,2695,2027
47265,3065,2683,1804
47905,2970,2516,1689
48545,2827,2473,1740
49185,2677,2533,1720
49825,2651,2545,1756
50465,2632,2481,1751
51105,2578,2460,1784
51745,2484,2483,1801
52385,2410,2436,1808
53025,2381,2397,1846
53665,2428,2408,1896
54305,2479,2305,2016
54945,2733,2181,2144
55585,3134,1967,2410
56225,3489,1945,2664
56865,3161,2090,2444
57505,2754,2233,2207
58145,2470,2375,2226
58785,2308,2422,1712
59425,2955,2948,1906
60065,3619,2188,1895
60705,3139,1898,1432
61345,2404,2965,2144
61985,2629,2843,1811
62625,3187,2420,1496
63265,3023,2487,1548
63905,3001,2397,1642
64545,3123,2343,1523
65185,3136,2292,1565
289,2971,2327,1648
929,2863,2477,1647
1569,2883,2505,1653
2209,2896,2469,1619
2849,2839,2458,1583
3489,2807,2455,1575
4129,2823,2474,1595
4769,2858,2419,1707
5409,2868,2314,1657
6049,2830,2329,1659
6689,2820,2290,1722
7329,2896,2297,1480
7969,2936,2380,1606
8609,2981,2351,1709
9249,3004,2283,1743
9889,3062,2311,1656
10529,3323,2454,1491
11169,3289,2570,1833
11809,3025,2563,1912
12449,2877,2698,1577
13089,2994,2860,1370
13729,3355,2446,1359
14369,3538,2261,1515
15009,3184,2743,1906
15649,2890,2946,1842
16289,2847,2777,1652
16929,2917,2540,1694
17569,2956,2422,1690
18209,2841,2440,1727
18849,2765,2517,1810
19489,2596,2493,1760
20129,2520,2438,1728
20769,2429,2392,1744
21409,2377,2344,1796
22049,2402,2380,1862
22689,2500,2319,1951
23329,2640,2213,1993
23969,2850,2216,2271
24609,3028,2191,2395
25249,3135,2074,2506
25889,3198,2084,2569
26529,2981,2194,2238
27169,2642,2325,2262
27809,3021,2367,1732
28449,3051,2446,2113
29089,2282,2370,1168
29729,2492,2918,2026
30369,3532,2459,1447
31009,3157,2619,1823
31649,2647,2765,1750
32289,2874,2629,1627
32929,3142,2459,1549
33569,3255,2203,1557
34209,3195,2170,1486
34849,2865,2372,1599
35489,2779,2559,1681
36129,2886,2545,1663
36769,2899,2470,1594
37409,2810,2485,1656
38049,2763,2479,1624
38689,2829,2469,1619
39329,2855,2356,1620
39969,2856,2345,1673
40609,2849,2315,1677
41249,2876,2321,1624
41889,2883,2374,1627
42529,2857,2387,1670
43169,2831,2394,1696
43809,2928,2366,1678
44449,3016,2327,1758
45089,3206,2271,1617
45729,3454,2450,1656
46369,3163,2481,2029
47009,2954,2640,1793
47649,2841,2787,1551
48289,3095,2837,1435
48929,3502,2607,1365
49569,3438,2428,1674
50209,3131,2636,1985
50849,3037,2678,1792
51489,2927,2578,1699
52129,2845,2502,1756
52769,2740,2483,1785
53409,2653,2504,1842
54049,2550,2437,1793
54689,2568,2399,1787
55329,2549,2392,1775
55969,2442,2385,1782
56609,2391,2371,1842
57249,2438,2420,1906
57889,2563,2379,2011
58529,2768,2304,2154
59169,3027,2208,2303
59809,3215,2082,2513
60449,3066,1975,2582
61089,2749,2137,2384
61729,2491,2285,1936
62369,2625,2336,2032
63009,3492,2460,2020
63649,3626,1920,1996
64289,2302,2564,1260
64929,2018,3334,2773
33,2888,2505,1304
673,3585,2235,1421
1313,2969,2400,1783
1953,2844,2503,1769
2593,3005,2605,1678
3233,3130,2367,1635
3873,3179,2219,1558
4513,2986,2358,1527
5153,2863,2481,1635
5793,2949,2434,1615
6433,2992,2372,1597
7073,2883,2393,1648
7713,2812,2501,1669
8353,2811,2458,1624
8993,2841,2381,1594
9633,2837,2319,1625
10273,2854,2304,1693
10913,2820,2257,1701
11553,2835,2295,1666
12193,2835,2391,1711
12833,2886,2410,1719
13473,2930,2342,1729
14113,2902,2360,1805
14753,3074,2315,1630
15393,3380,2393,1594
16033,3191,2580,1971
16673,2952,2738,1815
17313,2903,2783,1526
17953,3180,2718,1374
18593,3443,2601,1525
19233,3374,2495,1725
19873,3236,2597,1835
20513,3173,2615,1811
21153,2992,2561,1696
21793,2832,2539,1726
22433,2773,2547,1765
23073,2668,2519,1808
23713,2686,2512,1819
24353,2609,2462,1822
24993,2494,2412,1791
25633,2372,2401,1792
26273,2368,2388,1840
26913,2523,2426,1923
27553,2608,2394,2042
28193,2739,2231,2071
28833,2862,2076,2280
29473,2955,2069,2344
30113,2913,2198,2409
30753,2784,2288,2255
31393,2653,2257,2155
32033,2510,2178,1826
32673,2787,2699,2142
33313,3949,2348,2221
33953,3172,2101,1240
34593,2327,2794,2354
35233,2434,2871,1835
35873,3206,2483,1406
36513,3221,2323,1662
37153,3016,2411,1596
37793,2937,2552,1696
38433,3016,2513,1657
39073,3121,2387,1596
39713,3020,2393,1581
40353,2868,2517,1620
40993,2827,2549,1692
41633,2883,2472,1619
42273,2899,2390,1619
42913,2854,2391,1617
43553,2842,2433,1606
44193,2864,2412,1601
44833,2888,2455,1658
45473,2856,2456,1660
46113,2835,2469,1690
46753,2780,2424,1614
47393,2726,2468,1595
48033,2724,2483,1574
48673,2717,2451,1432
49313,2817,2525,1386
49953,2876,2543,1606
50593,3060,2603,1527
51233,3259,2804,1383
51873,3332,3047,1608
52513,3055,2877,1565
53153,2893,3004,1702
53793,2825,3060,1783
54433,2914,2989,1661
55073,3031,2723,1593
55713,2988,2696,1579
56353,2928,2697,1577
56993,2787,2746,1644
57633,2763,2671,1711
58273,2722,2543,1650
58913,2704,2470,1682
59553,2702,2476,1706
60193,2686,2528,1642
60833,2713,2462,1603
61473,2721,2388,1662
62113,2760,2307,1685
62753,2775,2275,1757
63393,2742,2317,1774
64033,2726,2408,1846
64673,2771,2437,1957
65313,2883,2246,1975
417,2883,2056,1795
1057,2942,2012,1734
1697,2979,2031,1885
2337,2887,2081,1953
2977,2751,2101,1907
3617,2767,2158,1971
4257,2963,2244,1963
4897,3034,2283,2025
5537,3072,2346,1974
6177,3142,2708,1847
6817,3173,2934,2081
7457,2683,2575,1791
8097,2609,2395,1627
8737,2914,2394,1529
9377,3223,2340,1479
10017,3158,2333,1635
10657,2969,2401,1694
11297,2922,2519,1667
11937,2981,2567,1590
12577,2958,2603,1540
13217,2920,2544,1552
13857,2939,2501,1540
14497,2929,2397,1490
15137,2915,2458,1486
15777,2952,2506,1562
16417,3004,2543,1572
17057,2988,2479,1489
17697,2946,2454,1487
18337,2936,2422,1504
18977,2895,2345,1501
19617,2891,2313,1560
20257,2868,2310,1594
20897,2850,2296,1641
21537,2895,2275,1638
22177,2846,2330,1683
22817,2769,2342,1698
23457,2801,2331,1659
24097,2867,2358,1752
24737,2870,2385,1778
25377,2841,2357,1814
26017,2882,2412,1746
26657,2981,2497,1790
27297,3157,2515,1812
27937,3133,2533,1687
28577,3018,2684,1630
29217,3095,2745,1614
29857,3129,2650,1606
30497,3203,2497,1693
31137,3171,2412,1809
31777,3059,2433,1840
32417,3016,2523,1807
33057,2934,2572,1850
33697,2870,2589,1858
34337,2751,2530,1893
34977,2667,2471,1920
35617,2624,2405,1901
36257,2632,2378,1889
36897,2621,2343,1877
37537,2559,2367,1878
38177,2521,2354,1930
38817,2518,2329,1971
39457,2624,2353,2024
40097,2754,2332,2084
40737,2878,2163,2229
41377,2955,1955,2314
42017,2938,2023,2304
42657,2821,2183,2233
43297,2715,2253,2178
43937,2900,2264,1943
44577,3084,2362,2061
45217,3052,2518,1613
45857,2540,2774,2105
46497,2862,2511,1803
47137,2851,2471,1776
47777,2959,2461,1520
48417,3114,2301,1635
49057,3053,2454,1752
49697,3013,2462,1760
50337,3090,2397,1585
50977,3089,2407,1562
51617,3092,2470,1546
52257,3002,2488,1620
52897,2985,2461,1665
53537,2996,2457,1594
54177,2928,2456,1579
54817,2846,2465,1614
55457,2779,2461,1602
56097,2758,2462,1626
56737,2793,2447,1641
57377,2761,2405,1671
58017,2800,2386,1644
58657,2808,2365,1659
59297,2811,2323,1660
59937,2854,2293,1652
60577,2892,2362,1668
61217,2948,2352,1806
61857,2929,2343,1758
62497,2901,2366,1841
63137,2947,2301,1827
63777,3179,2328,1538
64417,3333,2505,1747
65057,3141,2648,1865
161,3052,2739,1468
801,3027,2854,1611
1441,3140,2767,1556
2081,3206,2482,1559
2721,3271,2382,1911
3361,3237,2439,1853
4001,3109,2519,1744
4641,2914,2589,1754
5281,2730,2664,1759
5921,2631,2590,1794
6561,2606,2496,1805
7201,2680,2431,1816
7841,2656,2427,1834
8481,2577,2420,1858
9121,2509,2399,1860
9761,2511,2394,1900
10401,2625,2386,1999
11041,2777,2339,2151
11681,2867,2232,2150
12321,2947,2163,2320
12961,2953,2130,2325
13601,2855,2178,2299
14241,2657,2231,2111
14881,2563,2178,2088
15521,2730,2195,1711
16161,3121,2579,2307
16801,3296,2481,1692
17441,2794,2602,1904
18081,2671,2570,1868
18721,2795,2464,1503
19361,3150,2351,1607
20001,3131,2482,1717
20641,3106,2533,1711
21281,3079,2563,1775
21921,3135,2462,1679
22561,3096,2370,1572
23201,3027,2418,1631
23841,2952,2407,1666
24481,2883,2369,1672
25121,2861,2382,1619
25761,2832,2399,1625
26401,2799,2399,1649
27041,2818,2405,1615
27681,2816,2413,1658
28321,2811,2378,1713
28961,2787,2386,1761
29601,2785,2355,1676
30241,2853,2296,1591
30881,2936,2313,1591
31521,2930,2362,1686
32161,2885,2455,1805
32801,2943,2432,1847
33441,2994,2346,1766
34081,3123,2276,1617
34721,3231,2450,1762
35361,2988,2551,1954
36001,2949,2639,1660
36641,3050,2725,1443
37281,3390,2612,1481
37921,3403,2597,1537
38561,3224,2615,1744
39201,3135,2687,1921
39841,3097,2651,1834
40481,2928,2542,1720
41121,2825,2529,1760
41761,2754,2553,1765
42401,2671,2514,1775
43041,2603,2481,1767
43681,2623,2480,1779
44321,2555,2499,1784
44961,2460,2485,1828
45601,2430,2481,1859
46241,2439,2460,1922
46881,2560,2404,1961
47521,2757,2308,2085
48161,2994,2157,2317
48801,3072,2043,2454
49441,2892,2148,2508
50081,2803,2218,2349
50721,2648,2300,1923
51361,2485,2233,2005
52001,2881,2431,1939
52641,4017,2569,2248
53281,3187,2070,1541
53921,2184,2956,2298
54561,2111,2965,1833
55201,3288,2326,1342
55841,3382,2194,1630
56481,2943,2300,1708
57121,2920,2494,1668
57761,3067,2535,1691
58401,3170,2271,1589
59041,3059,2227,1511
59681,2892,2418,1568
60321,2887,2502,1609
60961,2901,2436,1603
61601,2837,2492,1638
62241,2832,2476,1625
62881,2877,2435,1610
63521,2858,2391,1609
64161,2850,2357,1678
64801,2857,2354,1622
65441,2877,2336,1644
545,2889,2333,1617
1185,2888,2365,1655
1825,2845,2384,1653
2465,2889,2404,1700
3105,2920,2340,1725
3745,2936,2290,1833
4385,2957,2289,1854
5025,2996,2375,1636
5665,3395,2526,1620
6305,3130,2794,1866
6945,3028,2878,1654
7585,3165,2784,1403
8225,3320,2658,1310
8865,3437,2407,1515
9505,3355,2431,1962
10145,3178,2523,2005
10785,2957,2593,1679
11425,2796,2606,1686
12065,2622,2612,1722
12705,2463,2569,1736
13345,2483,2450,1746
13985,2554,2471,1796
14625,2479,2459,1811
15265,2402,2477,1756
15905,2398,2563,1807
16545,2469,2521,1889
17185,2550,2443,2035
17825,2736,2281,2146
18465,3016,2066,2328
19105,3255,1966,2631
19745,3095,2082,2482
20385,2883,2197,2230
21025,2606,2403,2219
21665,2448,2363,2149
22305,2823,2520,1779
22945,3722,2342,2249
23585,3059,2260,1283
24225,2477,2627,2321
24865,2613,2918,1627
25505,3192,2581,1452
26145,3103,2422,1570
26785,2993,2510,1643
27425,2991,2582,1589
28065,3027,2433,1622
28705,3117,2262,1492
29345,2946,2255,1530
29985,2808,2387,1643
30625,2851,2388,1582
31265,2940,2323,1558
31905,2829,2378,1588
32545,2841,2444,1654
33185,2833,2399,1657
33825,2870,2403,1644
34465,2893,2431,1642
35105,2865,2425,1621
35745,2865,2386,1638
36385,2840,2361,1598
37025,2864,2335,1608
37665,2933,2361,1627
38305,2948,2434,1735
38945,2992,2447,1907
39585,3039,2423,1931
40225,3092,2367,1956
40865,3281,2347,1483
41505,3399,2427,1492
42145,3172,2714,1989
42785,3007,2846,1646
43425,3046,2721,1350
44065,3320,2568,1381
44705,3314,2302,1600
45345,3296,2400,1953
45985,3129,2491,1867
46625,2976,2490,1689
47265,2836,2565,1699
47905,2667,2584,1786
48545,2593,2541,1806
49185,2593,2459,1830
49825,2664,2445,1808
50465,2601,2429,1814
51105,2515,2506,1802
51745,2401,2516,1808
52385,2456,2487,1867
53025,2504,2468,1963
53665,2610,2372,2111
54305,2815,2148,2195
54945,2973,1990,2418
55585,3073,1931,2443
56225,2857,2131,2245
56865,2686,2298,2111
57505,2761,2169,2312
58145,2576,2141,1659
58785,3296,2722,2097
59425,3625,2292,2113
60065,2694,2541,2003
60705,2314,2809,1652
61345,2889,2762,1426
61985,3358,2330,1784
62625,3133,2228,1649
63265,2883,2489,1649
63905,2952,2521,1723
64545,3195,2299,1618
65185,3123,2164,1550
289,2895,2301,1600
929,2802,2416,1550
1569,2865,2407,1577
2209,2858,2443,1627
2849,2836,2454,1654
3489,2780,2470,1627
4129,2802,2421,1624
4769,2829,2359,1665
5409,2879,2335,1691
6049,2891,2254,1675
6689,2932,2271,1599
7329,2947,2339,1629
7969,2915,2410,1678
8609,2914,2394,1755
9249,2931,2349,1808
9889,2970,2324,1839
10529,3077,2339,1809
11169,3294,2423,1462
11809,3274,2577,1924
12449,2987,2893,1884
13089,2830,2959,1427
13729,3130,2789,1279
14369,3423,2560,1413
15009,3352,2343,1817
15649,3267,2524,2061
16289,3114,2683,1811
16929,2954,2674,1664
17569,2848,2622,1755
18209,2728,2520,1828
18849,2687,2465,1835
19489,2661,2417,1823
20129,2601,2437,1823
20769,2531,2435,1815
21409,2407,2463,1856
22049,2377,2439,1879
22689,2470,2409,1964
23329,2578,2347,2052
23969,2690,2247,2145
24609,2886,2133,2281
25249,3009,2096,2518
25889,2915,2137,2544
26529,2807,2269,2315
27169,2685,2344,2106
27809,2583,2410,2265
28449,2689,2213,2083
29089,3184,2572,2238
29729,3305,2169,1612
30369,2515,2647,1756
31009,2404,2614,2084
31649,3156,2527,1519
32289,3211,2349,1871
32929,2968,2288,1729
33569,2902,2539,1598
34209,3057,2551,1644
34849,3199,2329,1638
35489,3216,2227,1567
36129,3062,2371,1586
36769,2901,2487,1667
37409,2912,2503,1655
38049,2940,2358,1601
38689,2882,2381,1667
39329,2814,2409,1632
39969,2763,2402,1608
40609,2764,2375,1618
41249,2753,2373,1668
41889,2811,2311,1685
42529,2820,2218,1657
43169,2832,2309,1643
43809,2866,2440,1658
44449,2883,2490,1742
45089,2843,2531,1824
45729,2872,2535,1832
46369,2955,2451,2023
47009,3060,2260,1784
47649,3327,2334,1409
48289,3287,2569,1956
48929,2983,2969,1783
49569,2928,2937,1496
50209,3227,2794,1471
50849,3437,2472,1502
51489,3340,2419,1755
52129,3207,2575,1865
52769,3223,2547,1833
53409,3021,2575,1690
54049,2869,2607,1727
54689,2740,2586,1821
55329,2761,2507,1831
55969,2700,2465,1788
56609,2600,2475,1786
57249,2489,2441,1802
57889,2413,2433,1817
58529,2412,2459,1827
59169,2442,2448,1919
59809,2491,2372,2001
60449,2684,2267,2072
61089,2821,2146,2240
61729,2951,2053,2378
62369,2998,2118,2470
63009,2844,2177,2361
63649,2563,2211,2205
64289,2366,2224,1656
64929,3119,3067,2322
33,4077,1907,1863
673,2742,2121,1087
1313,2268,2827,2310
1953,2726,2882,1615
2593,3371,2500,1570
3233,3134,2346,1713
3873,2928,2516,1640
4513,3015,2551,1630
5153,3187,2351,1530
5793,3205,2204,1520
6433,3046,2357,1589
7073,2856,2530,1660
7713,2830,2523,1643
8353,2854,2424,1585
8993,2791,2423,1580
9633,2785,2438,1637
10273,2726,2410,1650
10913,2771,2358,1573
11553,2780,2373,1649
12193,2757,2409,1721
12833,2837,2365,1679
13473,2860,2388,1652
14113,2884,2403,1663
14753,2842,2413,1723
15393,2850,2449,1822
16033,3010,2447,1769
16673,3231,2306,1596
17313,3467,2412,1517
17953,3281,2545,2065
18593,2987,2744,1941
19233,2878,2897,1511
19873,3013,2991,1395
20513,3646,2653,1419
21153,3477,2321,1458
21793,3224,2551,1779
22433,3062,2725,1917
23073,2895,2652,1753
23713,2813,2562,1680
24353,2779,2582,1770
24993,2761,2490,1806
25633,2687,2410,1805
26273,2568,2399,1823
26913,2494,2393,1811
27553,2417,2449,1828
28193,2350,2473,1850
28833,2375,2492,1856
29473,2426,2471,1917
30113,2540,2421,1991
30753,2777,2228,2123
31393,3032,2025,2487
32033,3211,1942,2822
32673,2945,1916,2636
33313,2664,2141,2299
33953,2757,2664,1424
34593,3329,2941,2469
35233,2810,2309,1679
35873,2386,2619,1933
36513,2839,2404,1452
37153,3256,2599,1542
37793,3134,2425,1824
38433,2925,2561,1746
39073,2941,2585,1596
39713,3062,2510,1609
40353,3191,2386,1562
40993,3139,2285,1482
41633,2917,2431,1611
42273,2838,2535,1706
42913,2862,2475,1663
43553,2927,2378,1589
44193,2862,2396,1613
44833,2848,2411,1679
45473,2783,2408,1635
46113,2781,2394,1629
46753,2787,2375,1642
47393,2815,2413,1680
48033,2808,2372,1740
48673,2798,2316,1718
49313,2784,2342,1651
49953,2800,2368,1731
50593,2891,2434,1790
51233,3033,2364,1620
51873,3271,2393,1444
52513,3121,2466,1887
53153,3043,2653,2004
53793,2873,2794,1819
54433,2839,2843,1392
55073,3251,2753,1344
55713,3611,2527,1444
56353,3349,2475,1602
56993,3193,2701,1829
57633,3059,2701,1861
58273,2975,2600,1726
58913,2883,2544,1719
59553,2829,2560,1761
60193,2712,2579,1787
60833,2693,2489,1769
61473,2669,2395,1747
62113,2596,2406,1782
62753,2527,2479,1812
63393,2469,2465,1793
64033,2459,2452,1865
64673,2570,2497,1925
65313,2667,2367,1986
417,2814,2150,2091
1057,2852,2137,2223
1697,2840,2174,2373
2337,2759,2270,2260
2977,2726,2377,1890
3617,3097,2325,1567
4257,3591,2048,2139
4897,2397,2588,1454
5537,2670,2809,2213
6177,3071,2469,1555
6817,3058,2358,1511
7457,2966,2507,1603
8097,3007,2485,1676
8737,3033,2522,1641
9377,3163,2456,1620
10017,3193,2295,1598
10657,3056,2353,1606
11297,2915,2501,1661
11937,2884,2522,1641
12577,2886,2457,1603
13217,2858,2427,1593
13857,2768,2434,1647
14497,2719,2477,1673
15137,2690,2399,1681
15777,2758,2353,1744
16417,2869,2304,1800
