TimeStamp,XAccel,YAccel,ZAccel
11201,1431,2190,2555
11841,1379,2110,2605
12481,1416,2107,2574
13121,1555,2162,2531
13761,1625,2232,2458
14401,1569,2216,2451
15041,1496,2185,2455
15681,1476,2155,2547
16321,1496,2186,2548
16961,1506,2243,2507
17601,1488,2245,2474
18241,1429,2196,2527
18881,1444,2158,2563
19521,1470,2177,2542
20161,1444,2134,2628
20801,1424,2097,2676
21441,1468,2182,2731
22081,1613,2312,2803
22721,1573,2319,2749
23361,1223,2170,2727
24001,1078,2126,2637
24641,1250,2241,2551
25281,1428,2334,2579
25921,1500,2343,2550
26561,1354,2295,2580
27201,1309,2228,2619
27841,1326,2227,2634
28481,1381,2216,2633
29121,1433,2238,2583
29761,1457,2245,2542
30401,1489,2242,2510
31041,1502,2245,2503
31681,1543,2230,2503
32321,1549,2244,2505
32961,1551,2243,2494
33601,1518,2249,2484
34241,1475,2236,2472
34881,1446,2228,2510
35521,1498,2208,2504
36161,1491,2206,2523
36801,1510,2239,2530
37441,1544,2249,2510
38081,1481,2222,2533
38721,1398,2168,2578
39361,1331,2130,2631
40001,1486,2142,2725
40641,1667,2233,2735
41281,1428,2181,2640
41921,1325,2127,2670
42561,1494,2191,2731
43201,1593,2267,2677
43841,1588,2261,2740
44481,1450,2201,2743
45121,1428,2239,2688
45761,1461,2286,2607
46401,1439,2241,2583
47041,1417,2187,2647
47681,1438,2155,2628
48321,1497,2187,2595
48961,1600,2240,2518
49601,1595,2241,2493
50241,1566,2199,2524
50881,1599,2174,2561
51521,1596,2205,2510
52161,1626,2241,2479
52801,1586,2238,2525
53441,1578,2241,2496
54081,1599,2182,2520
54721,1567,2199,2568
55361,1551,2194,2565
56001,1513,2209,2610
56641,1385,2193,2647
57281,1396,2269,2723
57921,1594,2352,2777
58561,1448,2250,2766
59201,1192,2119,2747
59841,1212,2172,2682
60481,1392,2300,2591
61121,1535,2336,2582
61761,1457,2269,2680
62401,1421,2220,2728
63041,1420,2239,2636
63681,1458,2258,2625
64321,1455,2214,2637
64961,1429,2192,2630
65,1472,2152,2685
705,1461,2172,2628
1345,1551,2230,2531
1985,1618,2284,2501
2625,1605,2273,2467
3265,1625,2297,2462
3905,1665,2281,2450
4545,1575,2268,2482
5185,1576,2283,2495
5825,1603,2290,2510
6465,1545,2204,2605
7105,1487,2144,2639
7745,1433,2161,2637
8385,1490,2215,2566
9025,1581,2246,2611
9665,1743,2280,2787
10305,1543,2152,2770
10945,1336,2152,2679
11585,1571,2327,2580
12225,1791,2472,2525
12865,1636,2317,2658
13505,1427,2154,2796
14145,1449,2169,2839
14785,1640,2270,2750
15425,1620,2262,2773
16065,1530,2198,2850
16705,1567,2134,2816
17345,1643,2181,2752
17985,1701,2269,2620
18625,1701,2261,2537
19265,1659,2273,2449
19905,1649,2245,2504
20545,1644,2191,2599
21185,1667,2166,2633
21825,1647,2190,2606
22465,1660,2219,2541
23105,1723,2263,2486
23745,1693,2238,2511
24385,1646,2204,2560
25025,1620,2195,2578
25665,1604,2175,2629
26305,1566,2154,2744
26945,1643,2217,2806
27585,1599,2252,2739
28225,1446,2253,2667
28865,1460,2252,2693
29505,1468,2315,2624
30145,1488,2311,2726
30785,1467,2259,2799
31425,1482,2253,2821
32065,1500,2249,2872
32705,1459,2231,2861
33345,1442,2239,2782
33985,1521,2261,2703
34625,1573,2254,2685
35265,1617,2255,2655
35905,1668,2262,2621
36545,1716,2271,2529
37185,1617,2261,2479
37825,1590,2193,2526
38465,1595,2178,2537
39105,1650,2193,2516
39745,1684,2211,2466
40385,1638,2213,2421
41025,1676,2229,2431
41665,1652,2196,2479
42305,1591,2144,2508
42945,1585,2179,2525
43585,1648,2187,2529
44225,1701,2218,2606
44865,1713,2219,2719
45505,1561,2146,2712
46145,1490,2161,2748
46785,1603,2263,2773
47425,1679,2295,2708
48065,1580,2198,2800
48705,1522,2098,2882
49345,1553,2114,2950
49985,1627,2159,2889
50625,1588,2165,2863
51265,1533,2144,2838
51905,1538,2122,2763
52545,1560,2159,2742
53185,1591,2204,2590
53825,1667,2238,2528
54465,1675,2255,2505
55105,1698,2221,2484
55745,1685,2163,2598
56385,1676,2152,2574
57025,1675,2158,2533
57665,1718,2203,2449
58305,1708,2173,2474
58945,1675,2140,2541
59585,1663,2138,2541
60225,1683,2152,2505
60865,1571,2121,2529
61505,1536,2089,2662
62145,1715,2168,2755
62785,1776,2259,2696
63425,1588,2220,2659
64065,1505,2199,2761
64705,1503,2239,2747
65345,1530,2219,2792
449,1538,2259,2814
1089,1496,2254,2742
1729,1509,2224,2830
2369,1526,2228,2799
3009,1495,2212,2781
3649,1513,2223,2767
4289,1563,2241,2708
4929,1599,2235,2695
5569,1646,2242,2655
6209,1671,2261,2585
6849,1659,2270,2544
7489,1655,2274,2548
8129,1636,2223,2569
8769,1628,2206,2525
9409,1604,2190,2553
10049,1613,2207,2525
10689,1636,2226,2523
11329,1614,2231,2520
11969,1643,2272,2515
12609,1620,2267,2519
13249,1596,2237,2572
13889,1665,2280,2580
14529,1739,2319,2653
15169,1655,2228,2717
15809,1529,2113,2772
16449,1372,2025,2811
17089,1473,2015,2795
17729,1613,2103,2746
18369,1723,2213,2695
19009,1730,2179,2751
19649,1697,2160,2801
20289,1724,2180,2802
20929,1644,2120,2796
21569,1586,2083,2747
22209,1619,2122,2701
22849,1651,2139,2697
23489,1638,2123,2710
24129,1684,2154,2681
24769,1700,2206,2608
25409,1705,2209,2579
26049,1642,2189,2600
26689,1650,2167,2609
27329,1683,2160,2575
27969,1701,2212,2523
28609,1755,2202,2501
29249,1752,2191,2499
29889,1708,2161,2554
30529,1698,2179,2541
31169,1675,2194,2571
31809,1634,2201,2597
32449,1654,2193,2657
33089,1649,2193,2786
33729,1637,2159,2844
34369,1533,2139,2764
35009,1465,2193,2674
35649,1498,2231,2667
36289,1528,2264,2727
36929,1500,2223,2796
37569,1560,2246,2779
38209,1556,2227,2832
38849,1560,2241,2807
39489,1601,2286,2778
40129,1555,2264,2763
40769,1620,2276,2747
41409,1662,2314,2705
42049,1640,2313,2684
42689,1654,2287,2691
43329,1599,2248,2642
43969,1608,2235,2653
44609,1627,2233,2603
45249,1700,2308,2515
45889,1735,2330,2510
46529,1714,2316,2489
47169,1665,2254,2516
47809,1697,2220,2650
48449,1686,2299,2572
49089,1607,2283,2597
49729,1441,2239,2678
50369,1463,2269,2871
51009,1566,2257,2919
51649,1303,2197,2799
52289,1057,2067,2701
52929,1035,2020,2627
53569,1331,2135,2343
54209,1748,2355,1941
54849,1968,2214,1699
55489,1946,2200,1710
56129,1939,2182,1708
56769,1968,2182,1705
57409,1953,2200,1719
58049,1950,2180,1699
58689,1951,2202,1730
59329,1954,2187,1708
59969,1938,2198,1728
60609,1967,2184,1702
61249,1931,2180,1727
61889,1936,2203,1722
62529,1943,2210,1739
63169,1933,2184,1727
63809,1948,2211,1708
64449,1944,2205,1718
65089,1938,2192,1724
193,1918,2201,1702
833,1941,2210,1706
1473,1953,2195,1729
2113,1947,2213,1723
2753,1938,2200,1717
3393,1639,2455,1791
4033,1884,2639,2079
4673,3620,4087,4035
5313,33,1343,2006
5953,906,1833,1036
6593,1211,2191,1719
7233,1131,2713,2628
7873,1170,3007,3650
8513,1235,2928,3649
9153,1582,2842,3769
9793,1804,2943,4085
10433,2516,3201,4082
11073,3265,3237,3764
11713,3687,2895,3247
12353,3215,2362,2467
12993,3064,2613,1973
13633,2229,2621,2022
14273,2240,2828,2333
14913,1341,2430,2427
15553,1887,2761,1945
16193,1961,2659,1934
16833,2069,2435,2362
17473,2679,2832,2827
18113,2395,2771,2237
18753,2079,2562,2226
19393,1803,2503,1921
20033,1669,2188,2078
20673,1781,2332,2319
21313,2054,2428,2506
21953,1855,2358,2601
22593,1976,2260,2567
23233,2024,2079,2675
23873,2355,2245,2686
24513,2434,2018,2844
25153,2606,2168,3051
25793,2395,2465,3125
26433,2092,2491,2970
27073,1924,2519,2871
27713,1558,2327,2768
28353,1447,2106,2682
28993,1691,2161,2655
29633,2010,2353,2532
30273,2180,2451,2627
30913,2112,2443,2620
31553,2207,2429,2668
32193,2255,2317,2677
32833,2302,2286,2689
33473,2151,2251,2730
34113,2033,2208,2791
34753,1903,2211,2795
35393,1884,2277,2767
36033,1986,2252,2680
36673,2118,2302,2589
37313,2202,2375,2649
37953,2106,2407,2755
38593,1984,2374,2747
39233,1920,2325,2685
39873,2088,2233,2627
40513,2048,2249,2651
41153,2001,2290,2656
41793,2058,2330,2651
42433,2086,2388,2662
43073,2047,2339,2633
43713,2045,2265,2656
44353,2080,2295,2712
44993,2088,2357,2781
45633,2056,2331,2790
46273,2028,2274,2696
46913,2035,2293,2665
47553,2076,2276,2624
48193,2005,2294,2618
48833,2038,2342,2712
49473,2028,2382,2724
50113,2081,2316,2717
50753,2059,2309,2724
51393,2016,2331,2686
52033,2042,2345,2529
52673,2093,2326,2632
53313,2173,2383,2746
53953,2053,2361,2805
54593,1978,2364,2754
55233,2036,2353,2637
55873,2005,2326,2613
56513,1949,2293,2689
57153,1994,2328,2662
57793,2025,2324,2660
58433,2073,2323,2671
59073,2060,2309,2673
59713,2030,2308,2678
60353,2113,2303,2654
60993,2147,2331,2628
61633,2084,2302,2733
62273,2114,2312,2797
62913,2198,2309,2922
63553,2231,2335,2905
64193,2172,2303,2901
64833,2129,2292,2867
65473,2190,2242,2931
577,2340,2333,3046
1217,2414,2347,3096
1857,2235,2394,3152
2497,2245,2331,3070
3137,2264,2287,2944
3777,2314,2240,2821
4417,2280,2234,2737
5057,2198,2201,2867
5697,2375,2243,2974
6337,2409,2259,2975
6977,2468,2305,2732
7617,2189,2343,2716
8257,2215,2226,2626
8897,2250,2252,2691
9537,2314,2238,2731
10177,2338,2269,2651
10817,2025,2276,2581
11457,2217,2249,2715
12097,2287,2283,2754
12737,2339,2265,2689
13377,2370,2240,2435
14017,2062,2281,2363
14657,2082,2178,2289
15297,2272,2227,2508
15937,2339,2182,2626
16577,2345,2219,2492
17217,2106,2140,2398
17857,2161,2107,2355
18497,2333,2138,2553
19137,2396,2156,2653
19777,2374,2147,2441
20417,1921,2160,2440
21057,2083,2147,2412
21697,2225,2187,2595
22337,2247,2184,2840
22977,2247,2267,2680
23617,1876,2198,2565
24257,1944,2180,2356
24897,2041,2198,2262
25537,2056,2200,2420
26177,2084,2250,2474
26817,1926,2248,2443
27457,1986,2216,2430
28097,2069,2245,2576
28737,2087,2296,2675
29377,2044,2320,2695
30017,1952,2312,2623
30657,2049,2278,2554
31297,2014,2247,2539
31937,2001,2247,2555
32577,1970,2255,2593
33217,1988,2291,2583
33857,2056,2310,2698
34497,2120,2339,2829
35137,2109,2364,2857
35777,2043,2358,2767
36417,1944,2316,2737
37057,2032,2323,2701
37697,2039,2331,2666
38337,2056,2334,2658
38977,1944,2335,2665
39617,1930,2365,2649
40257,1960,2350,2733
40897,2025,2373,2764
41537,2061,2355,2696
42177,1957,2354,2661
42817,1977,2359,2619
43457,2008,2418,2693
44097,2022,2479,2784
44737,1937,2441,2807
45377,2006,2444,2779
46017,2049,2479,2845
46657,2045,2510,2846
47297,2046,2503,2780
47937,2019,2497,2715
48577,1988,2507,2700
49217,1977,2518,2727
49857,1987,2539,2756
50497,1935,2532,2718
51137,1922,2487,2711
51777,1960,2483,2672
52417,1950,2450,2650
53057,1911,2445,2628
53697,1906,2451,2618
54337,1891,2421,2624
54977,1912,2445,2579
55617,1927,2417,2544
56257,1852,2416,2564
56897,1849,2402,2590
57537,1861,2403,2607
58177,1839,2402,2585
58817,1851,2385,2582
59457,1820,2415,2566
60097,1823,2389,2585
60737,1811,2386,2567
61377,1877,2348,2582
62017,1875,2355,2599
62657,1922,2307,2607
63297,1942,2350,2630
63937,1993,2280,2627
